clf,columns,score,algo
newton-cg,['t_x1' 't_x3' 't_x5' 't_x6' 't_x8'],0.8253811806520018,lr
newton-cg,['t_x1' 't_x3' 't_x5' 't_x7' 't_x8'],0.8153383211624329,lr
newton-cg,['t_x1' 't_x3' 't_x6' 't_x7' 't_x8'],0.819131460657378,lr
newton-cg,['t_x1' 't_x4' 't_x5' 't_x6' 't_x7'],0.900011946896047,lr
newton-cg,['t_x1' 't_x4' 't_x5' 't_x6' 't_x8'],0.9000492809461941,lr
newton-cg,['t_x1' 't_x4' 't_x5' 't_x7' 't_x8'],0.8936651583710408,lr
newton-cg,['t_x1' 't_x4' 't_x6' 't_x7' 't_x8'],0.8950166509863656,lr
newton-cg,['t_x1' 't_x5' 't_x6' 't_x7' 't_x8'],0.8069605603094246,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6'],0.9098532025148217,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x7'],0.8923659334259217,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x8'],0.8933963532099817,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x6' 't_x7'],0.9027223989367262,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x6' 't_x8'],0.7931096277048519,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x7' 't_x8'],0.8585711512327704,lr
newton-cg,['t_x2' 't_x3' 't_x5' 't_x6' 't_x7'],0.8202216149216731,lr
newton-cg,['t_x2' 't_x3' 't_x5' 't_x6' 't_x8'],0.8222899212998223,lr
newton-cg,['t_x2' 't_x3' 't_x5' 't_x7' 't_x8'],0.8188626554963188,lr
newton-cg,['t_x2' 't_x3' 't_x6' 't_x7' 't_x8'],0.8260681271747083,lr
newton-cg,['t_x2' 't_x4' 't_x5' 't_x6' 't_x7'],0.8999895464659587,lr
newton-cg,['t_x2' 't_x4' 't_x5' 't_x6' 't_x8'],0.9009826321998715,lr
newton-cg,['t_x2' 't_x4' 't_x5' 't_x7' 't_x8'],0.8850484595970909,lr
newton-cg,['t_x2' 't_x4' 't_x6' 't_x7' 't_x8'],0.8943670385138062,lr
newton-cg,['t_x2' 't_x5' 't_x6' 't_x7' 't_x8'],0.7996206860505056,lr
newton-cg,['t_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.9099353374251452,lr
newton-cg,['t_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.9093827934829681,lr
newton-cg,['t_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.8924854023863925,lr
newton-cg,['t_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.9019906515538431,lr
newton-cg,['t_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.8220061825187045,lr
newton-cg,['t_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9001314158565178,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6'],0.9098158684646744,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x7'],0.9044248316234338,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x8'],0.9044322984334633,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6' 't_x7'],0.903932022161492,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6' 't_x8'],0.9023042575750787,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x7' 't_x8'],0.903148007108403,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6' 't_x7'],0.8300927377805655,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6' 't_x8'],0.8251123754909427,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x5' 't_x7' 't_x8'],0.8156145931335215,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x6' 't_x7' 't_x8'],0.819967743380673,lr
newton-cg,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6' 't_x7'],0.9007959619491362,lr
newton-cg,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6' 't_x8'],0.9011021011603423,lr
newton-cg,['t_x1' 't_x2' 't_x4' 't_x5' 't_x7' 't_x8'],0.8939190299120409,lr
newton-cg,['t_x1' 't_x2' 't_x4' 't_x6' 't_x7' 't_x8'],0.8955915953586309,lr
newton-cg,['t_x1' 't_x2' 't_x5' 't_x6' 't_x7' 't_x8'],0.8066768215283067,lr
newton-cg,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.909965204665263,lr
newton-cg,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.910144408105969,lr
newton-cg,['t_x1' 't_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.9009527649597538,lr
newton-cg,['t_x1' 't_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.9021922554246377,lr
newton-cg,['t_x1' 't_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.8283305706136224,lr
newton-cg,['t_x1' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9010871675402834,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.911301763660529,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.9109732240192345,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.8936651583710407,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.9018039813031077,lr
newton-cg,['t_x2' 't_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.8229918014425875,lr
newton-cg,['t_x2' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9009676985798127,lr
newton-cg,['t_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9100249391454982,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.9122425817242358,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.9118319071726178,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.9045816346340517,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.9037752191508743,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.8280841658826517,lr
newton-cg,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9015053089019309,lr
newton-cg,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9113092304705583,lr
newton-cg,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9116153696817646,lr
newton-cg,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.9119140420829414,lr
linear,['t_x1' 't_x2'],0.7039932500037335,svm
linear,['t_x1' 't_x3'],0.5062571868046533,svm
linear,['t_x1' 't_x4'],0.5325104908680913,svm
linear,['t_x1' 't_x5'],0.6218583396801218,svm
linear,['t_x1' 't_x6'],0.47171572360856,svm
linear,['t_x1' 't_x7'],0.729507339874259,svm
linear,['t_x1' 't_x8'],0.6083508803369025,svm
linear,['t_x2' 't_x3'],0.662791392261398,svm
linear,['t_x2' 't_x4'],0.6502247509818854,svm
linear,['t_x2' 't_x5'],0.6858787688723623,svm
linear,['t_x2' 't_x6'],0.6062079058584592,svm
linear,['t_x2' 't_x7'],0.7172319041858937,svm
linear,['t_x2' 't_x8'],0.6486417872556486,svm
linear,['t_x3' 't_x4'],0.6067604498006361,svm
linear,['t_x3' 't_x5'],0.6223884831922106,svm
linear,['t_x3' 't_x6'],0.6061780386183414,svm
linear,['t_x3' 't_x7'],0.7177321804578648,svm
linear,['t_x3' 't_x8'],0.6274061795319804,svm
linear,['t_x4' 't_x5'],0.6986470140226692,svm
linear,['t_x4' 't_x6'],0.6061780386183414,svm
linear,['t_x4' 't_x7'],0.7288278601615819,svm
linear,['t_x4' 't_x8'],0.6486417872556486,svm
linear,['t_x5' 't_x6'],0.5251930170392605,svm
linear,['t_x5' 't_x7'],0.6293923509998058,svm
linear,['t_x5' 't_x8'],0.621059391006974,svm
linear,['t_x6' 't_x7'],0.6343876469094875,svm
linear,['t_x6' 't_x8'],0.6191478876394426,svm
linear,['t_x7' 't_x8'],0.6743201469468213,svm
linear,['t_x1' 't_x2' 't_x3'],0.6951674805489598,svm
linear,['t_x1' 't_x2' 't_x4'],0.7138046383823902,svm
linear,['t_x1' 't_x2' 't_x5'],0.6654645102519302,svm
linear,['t_x1' 't_x2' 't_x6'],0.5261189014829085,svm
linear,['t_x1' 't_x2' 't_x7'],0.7117139315741529,svm
linear,['t_x1' 't_x2' 't_x8'],0.7111240535818287,svm
linear,['t_x1' 't_x3' 't_x4'],0.7354434538476472,svm
linear,['t_x1' 't_x3' 't_x5'],0.6218583396801218,svm
linear,['t_x1' 't_x3' 't_x6'],0.48814270567328233,svm
linear,['t_x1' 't_x3' 't_x7'],0.6930991741708108,svm
linear,['t_x1' 't_x3' 't_x8'],0.6091124949599033,svm
linear,['t_x1' 't_x4' 't_x5'],0.7296268088347296,svm
linear,['t_x1' 't_x4' 't_x6'],0.6994608963158759,svm
linear,['t_x1' 't_x4' 't_x7'],0.7293057360034646,svm
linear,['t_x1' 't_x4' 't_x8'],0.7243403073339009,svm
linear,['t_x1' 't_x5' 't_x6'],0.6763660528948824,svm
linear,['t_x1' 't_x5' 't_x7'],0.6248301300718307,svm
linear,['t_x1' 't_x5' 't_x8'],0.6563550020160387,svm
linear,['t_x1' 't_x6' 't_x7'],0.5540597046129953,svm
linear,['t_x1' 't_x6' 't_x8'],0.44695578155100585,svm
linear,['t_x1' 't_x7' 't_x8'],0.6194465600406195,svm
linear,['t_x2' 't_x3' 't_x4'],0.6803085285904156,svm
linear,['t_x2' 't_x3' 't_x5'],0.6970491166763736,svm
linear,['t_x2' 't_x3' 't_x6'],0.6062079058584592,svm
linear,['t_x2' 't_x3' 't_x7'],0.7372130878246196,svm
linear,['t_x2' 't_x3' 't_x8'],0.6839597986948016,svm
linear,['t_x2' 't_x4' 't_x5'],0.7523632453743111,svm
linear,['t_x2' 't_x4' 't_x6'],0.6061780386183414,svm
linear,['t_x2' 't_x4' 't_x7'],0.7288278601615819,svm
linear,['t_x2' 't_x4' 't_x8'],0.6827352418499769,svm
linear,['t_x2' 't_x5' 't_x6'],0.47412750324806235,svm
linear,['t_x2' 't_x5' 't_x7'],0.6546600361393605,svm
linear,['t_x2' 't_x5' 't_x8'],0.6313859892776609,svm
linear,['t_x2' 't_x6' 't_x7'],0.6314009228977197,svm
linear,['t_x2' 't_x6' 't_x8'],0.6458267998745576,svm
linear,['t_x2' 't_x7' 't_x8'],0.6394501441094336,svm
linear,['t_x3' 't_x4' 't_x5'],0.6928751698699283,svm
linear,['t_x3' 't_x4' 't_x6'],0.6061780386183414,svm
linear,['t_x3' 't_x4' 't_x7'],0.7285441213804639,svm
linear,['t_x3' 't_x4' 't_x8'],0.6276152502128041,svm
linear,['t_x3' 't_x5' 't_x6'],0.4735002912055912,svm
linear,['t_x3' 't_x5' 't_x7'],0.6293923509998058,svm
linear,['t_x3' 't_x5' 't_x8'],0.6513597061063572,svm
linear,['t_x3' 't_x6' 't_x7'],0.652905335782447,svm
linear,['t_x3' 't_x6' 't_x8'],0.6349924585218703,svm
linear,['t_x3' 't_x7' 't_x8'],0.6128683004047012,svm
linear,['t_x4' 't_x5' 't_x6'],0.7398115377148575,svm
linear,['t_x4' 't_x5' 't_x7'],0.731269507041202,svm
linear,['t_x4' 't_x5' 't_x8'],0.7130430237593895,svm
linear,['t_x4' 't_x6' 't_x7'],0.6966011080746085,svm
linear,['t_x4' 't_x6' 't_x8'],0.6049534817735168,svm
linear,['t_x4' 't_x7' 't_x8'],0.5302555142392067,svm
linear,['t_x5' 't_x6' 't_x7'],0.6156683541657333,svm
linear,['t_x5' 't_x6' 't_x8'],0.6059988351776354,svm
linear,['t_x5' 't_x7' 't_x8'],0.6235757059868883,svm
linear,['t_x6' 't_x7' 't_x8'],0.6258978839060377,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4'],0.7080626614697669,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5'],0.6833325866523304,svm
linear,['t_x1' 't_x2' 't_x3' 't_x6'],0.5425458835476308,svm
linear,['t_x1' 't_x2' 't_x3' 't_x7'],0.695988829652196,svm
linear,['t_x1' 't_x2' 't_x3' 't_x8'],0.6960186968923137,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5'],0.6134357779669369,svm
linear,['t_x1' 't_x2' 't_x4' 't_x6'],0.7230709496288995,svm
linear,['t_x1' 't_x2' 't_x4' 't_x7'],0.6321700043307499,svm
linear,['t_x1' 't_x2' 't_x4' 't_x8'],0.6026462374744262,svm
linear,['t_x1' 't_x2' 't_x5' 't_x6'],0.6851246210593911,svm
linear,['t_x1' 't_x2' 't_x5' 't_x7'],0.6647551632991354,svm
linear,['t_x1' 't_x2' 't_x5' 't_x8'],0.6654570434419008,svm
linear,['t_x1' 't_x2' 't_x6' 't_x7'],0.6194017591804429,svm
linear,['t_x1' 't_x2' 't_x6' 't_x8'],0.6336932335767513,svm
linear,['t_x1' 't_x2' 't_x7' 't_x8'],0.6818989591266819,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5'],0.7341740961426458,svm
linear,['t_x1' 't_x3' 't_x4' 't_x6'],0.5969863954721264,svm
linear,['t_x1' 't_x3' 't_x4' 't_x7'],0.7285142541403461,svm
linear,['t_x1' 't_x3' 't_x4' 't_x8'],0.7303510894075833,svm
linear,['t_x1' 't_x3' 't_x5' 't_x6'],0.7262219434613145,svm
linear,['t_x1' 't_x3' 't_x5' 't_x7'],0.6259426847662142,svm
linear,['t_x1' 't_x3' 't_x5' 't_x8'],0.7492122515418963,svm
linear,['t_x1' 't_x3' 't_x6' 't_x7'],0.4880979048131057,svm
linear,['t_x1' 't_x3' 't_x6' 't_x8'],0.4935785433746995,svm
linear,['t_x1' 't_x3' 't_x7' 't_x8'],0.6466406821677643,svm
linear,['t_x1' 't_x4' 't_x5' 't_x6'],0.6169825127309111,svm
linear,['t_x1' 't_x4' 't_x5' 't_x7'],0.5955154338963308,svm
linear,['t_x1' 't_x4' 't_x5' 't_x8'],0.6321177366605438,svm
linear,['t_x1' 't_x4' 't_x6' 't_x7'],0.7462180607200993,svm
linear,['t_x1' 't_x4' 't_x6' 't_x8'],0.7166644266236579,svm
linear,['t_x1' 't_x4' 't_x7' 't_x8'],0.7301420187267595,svm
linear,['t_x1' 't_x5' 't_x6' 't_x7'],0.6763660528948824,svm
linear,['t_x1' 't_x5' 't_x6' 't_x8'],0.676201783074235,svm
linear,['t_x1' 't_x5' 't_x7' 't_x8'],0.6483132476143542,svm
linear,['t_x1' 't_x6' 't_x7' 't_x8'],0.5066454609261831,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5'],0.6388976001672565,svm
linear,['t_x2' 't_x3' 't_x4' 't_x6'],0.6061780386183414,svm
linear,['t_x2' 't_x3' 't_x4' 't_x7'],0.7162462852620104,svm
linear,['t_x2' 't_x3' 't_x4' 't_x8'],0.6635082060242223,svm
linear,['t_x2' 't_x3' 't_x5' 't_x6'],0.477256096650389,svm
linear,['t_x2' 't_x3' 't_x5' 't_x7'],0.659155055777071,svm
linear,['t_x2' 't_x3' 't_x5' 't_x8'],0.6313859892776609,svm
linear,['t_x2' 't_x3' 't_x6' 't_x7'],0.5833968012185834,svm
linear,['t_x2' 't_x3' 't_x6' 't_x8'],0.6383077221749325,svm
linear,['t_x2' 't_x3' 't_x7' 't_x8'],0.5898705255140898,svm
linear,['t_x2' 't_x4' 't_x5' 't_x6'],0.7528261875961353,svm
linear,['t_x2' 't_x4' 't_x5' 't_x7'],0.7252064572973135,svm
linear,['t_x2' 't_x4' 't_x5' 't_x8'],0.7286262562907875,svm
linear,['t_x2' 't_x4' 't_x6' 't_x7'],0.6963323029135493,svm
linear,['t_x2' 't_x4' 't_x6' 't_x8'],0.6081492764661082,svm
linear,['t_x2' 't_x4' 't_x7' 't_x8'],0.5803503427265803,svm
linear,['t_x2' 't_x5' 't_x6' 't_x7'],0.6602676104714544,svm
linear,['t_x2' 't_x5' 't_x6' 't_x8'],0.5599659513462658,svm
linear,['t_x2' 't_x5' 't_x7' 't_x8'],0.6325508116422501,svm
linear,['t_x2' 't_x6' 't_x7' 't_x8'],0.6259800188163612,svm
linear,['t_x3' 't_x4' 't_x5' 't_x6'],0.8000462942221825,svm
linear,['t_x3' 't_x4' 't_x5' 't_x7'],0.7181279213894242,svm
linear,['t_x3' 't_x4' 't_x5' 't_x8'],0.7130579573794483,svm
linear,['t_x3' 't_x4' 't_x6' 't_x7'],0.6973253886474621,svm
linear,['t_x3' 't_x4' 't_x6' 't_x8'],0.6195734958111195,svm
linear,['t_x3' 't_x4' 't_x7' 't_x8'],0.6212311276376506,svm
linear,['t_x3' 't_x5' 't_x6' 't_x7'],0.6220748771709751,svm
linear,['t_x3' 't_x5' 't_x6' 't_x8'],0.6244866568104774,svm
linear,['t_x3' 't_x5' 't_x7' 't_x8'],0.6214252646984155,svm
linear,['t_x3' 't_x6' 't_x7' 't_x8'],0.647917506682795,svm
linear,['t_x4' 't_x5' 't_x6' 't_x7'],0.7299926825261712,svm
linear,['t_x4' 't_x5' 't_x6' 't_x8'],0.7270358257545212,svm
linear,['t_x4' 't_x5' 't_x7' 't_x8'],0.7130430237593895,svm
linear,['t_x4' 't_x6' 't_x7' 't_x8'],0.6426832728521721,svm
linear,['t_x5' 't_x6' 't_x7' 't_x8'],0.5917745620715918,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5'],0.7376834968564729,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6'],0.7432686707584786,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x7'],0.7105192419694458,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x8'],0.7129907560891836,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6'],0.7348386422352643,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x7'],0.6677717545510208,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x8'],0.683325119842301,svm
linear,['t_x1' 't_x2' 't_x3' 't_x6' 't_x7'],0.6712438212147006,svm
linear,['t_x1' 't_x2' 't_x3' 't_x6' 't_x8'],0.5910204142586204,svm
linear,['t_x1' 't_x2' 't_x3' 't_x7' 't_x8'],0.6493287337783552,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6'],0.5262458372534087,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x7'],0.6292579484192763,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x8'],0.47414990367815063,svm
linear,['t_x1' 't_x2' 't_x4' 't_x6' 't_x7'],0.7371234861042666,svm
linear,['t_x1' 't_x2' 't_x4' 't_x6' 't_x8'],0.7303958902677598,svm
linear,['t_x1' 't_x2' 't_x4' 't_x7' 't_x8'],0.6482385795140599,svm
linear,['t_x1' 't_x2' 't_x5' 't_x6' 't_x7'],0.6846915460776848,svm
linear,['t_x1' 't_x2' 't_x5' 't_x6' 't_x8'],0.6846840792676554,svm
linear,['t_x1' 't_x2' 't_x5' 't_x7' 't_x8'],0.6566014067470095,svm
linear,['t_x1' 't_x2' 't_x6' 't_x7' 't_x8'],0.6684064334035215,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6'],0.6786732971939728,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x7'],0.7348535758553231,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x8'],0.7369741499036783,svm
linear,['t_x1' 't_x3' 't_x4' 't_x6' 't_x7'],0.7357570598688827,svm
linear,['t_x1' 't_x3' 't_x4' 't_x6' 't_x8'],0.6616041694667204,svm
linear,['t_x1' 't_x3' 't_x4' 't_x7' 't_x8'],0.6878201394800113,svm
linear,['t_x1' 't_x3' 't_x5' 't_x6' 't_x7'],0.628645669996864,svm
linear,['t_x1' 't_x3' 't_x5' 't_x6' 't_x8'],0.7149022594567148,svm
linear,['t_x1' 't_x3' 't_x5' 't_x7' 't_x8'],0.6851768887295969,svm
linear,['t_x1' 't_x3' 't_x6' 't_x7' 't_x8'],0.4572151785314278,svm
linear,['t_x1' 't_x4' 't_x5' 't_x6' 't_x7'],0.720838373430103,svm
linear,['t_x1' 't_x4' 't_x5' 't_x6' 't_x8'],0.7350103788659409,svm
linear,['t_x1' 't_x4' 't_x5' 't_x7' 't_x8'],0.6349476576616938,svm
linear,['t_x1' 't_x4' 't_x6' 't_x7' 't_x8'],0.7306348281887013,svm
linear,['t_x1' 't_x5' 't_x6' 't_x7' 't_x8'],0.6898361781879544,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6'],0.7449188357749802,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x7'],0.7238325642519002,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x8'],0.7239296327822827,svm
linear,['t_x2' 't_x3' 't_x4' 't_x6' 't_x7'],0.6835192569030658,svm
linear,['t_x2' 't_x3' 't_x4' 't_x6' 't_x8'],0.6071039230619895,svm
linear,['t_x2' 't_x3' 't_x4' 't_x7' 't_x8'],0.5986216268685692,svm
linear,['t_x2' 't_x3' 't_x5' 't_x6' 't_x7'],0.6968176455654614,svm
linear,['t_x2' 't_x3' 't_x5' 't_x6' 't_x8'],0.6398160178008752,svm
linear,['t_x2' 't_x3' 't_x5' 't_x7' 't_x8'],0.6304003703537774,svm
linear,['t_x2' 't_x3' 't_x6' 't_x7' 't_x8'],0.6591326553469826,svm
linear,['t_x2' 't_x4' 't_x5' 't_x6' 't_x7'],0.7281110463987576,svm
linear,['t_x2' 't_x4' 't_x5' 't_x6' 't_x8'],0.7373325567850904,svm
linear,['t_x2' 't_x4' 't_x5' 't_x7' 't_x8'],0.72872332482117,svm
linear,['t_x2' 't_x4' 't_x6' 't_x7' 't_x8'],0.6397786837507281,svm
linear,['t_x2' 't_x5' 't_x6' 't_x7' 't_x8'],0.6687424398548453,svm
linear,['t_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.7299105476158476,svm
linear,['t_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.7284993205202873,svm
linear,['t_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.7339575586517929,svm
linear,['t_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.6579006316921284,svm
linear,['t_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.6125173603333184,svm
linear,['t_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7847916013320789,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6'],0.7381315054582381,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x7'],0.5821797111837881,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x8'],0.6315950599584846,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6' 't_x7'],0.7081671968101788,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6' 't_x8'],0.7293057360034646,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x7' 't_x8'],0.7130952914295955,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6' 't_x7'],0.6846915460776848,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6' 't_x8'],0.6863267774741275,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x7' 't_x8'],0.6566014067470095,svm
linear,['t_x1' 't_x2' 't_x3' 't_x6' 't_x7' 't_x8'],0.6194017591804429,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6' 't_x7'],0.4252572316055135,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6' 't_x8'],0.7393859295431806,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x7' 't_x8'],0.5680450397980974,svm
linear,['t_x1' 't_x2' 't_x4' 't_x6' 't_x7' 't_x8'],0.5665292773621254,svm
linear,['t_x1' 't_x2' 't_x5' 't_x6' 't_x7' 't_x8'],0.6846840792676554,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.5524991413168466,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.7803563161746038,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.737414691695414,svm
linear,['t_x1' 't_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.6407120350044054,svm
linear,['t_x1' 't_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.7149022594567148,svm
linear,['t_x1' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7374818929856787,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.740177411406299,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.7538118065200186,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.7239221659722533,svm
linear,['t_x2' 't_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.6946896047070771,svm
linear,['t_x2' 't_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.6727670504607022,svm
linear,['t_x2' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7157161417499216,svm
linear,['t_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7278273076176397,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7'],0.7381165718381792,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x8'],0.715133730567627,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x7' 't_x8'],0.7378925675372967,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x6' 't_x7' 't_x8'],0.731381509191643,svm
linear,['t_x1' 't_x2' 't_x3' 't_x5' 't_x6' 't_x7' 't_x8'],0.6863267774741275,svm
linear,['t_x1' 't_x2' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7139913086331258,svm
linear,['t_x1' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7589415050102296,svm
linear,['t_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7230336155787525,svm
linear,['t_x1' 't_x2' 't_x3' 't_x4' 't_x5' 't_x6' 't_x7' 't_x8'],0.7389976554216507,svm
